"","Age","Career","Marital_Statues","Education","Mortage","Personal_Loan","Contact_Type","Number_of_Contacts","Subscribed","Cus_ID"
"436",33,"administration","married","secondary education","no","no","telephone",1,"no",436
"437",51,"services","divorced","secondary education","yes","no","telephone",1,"no",437
"438",39,"services","married","secondary education","yes","no","telephone",1,"yes",438
"439",45,"entrepreneur","married","university education","no","no","telephone",1,"no",439
"440",40,"technician","single","university education","no","no","telephone",3,"no",440
"441",33,"technician","married","university education","yes","no","telephone",1,"no",441
"442",47,"blue-collar","married","secondary education","yes","no","telephone",1,"no",442
"443",48,"blue-collar","married","primary education","no","no","telephone",1,"no",443
"444",43,"entrepreneur","married","secondary education","no","no","telephone",2,"no",444
"445",37,"management","married","university education","yes","no","telephone",1,"no",445
"446",50,"services","married","secondary education","yes","yes","telephone",1,"no",446
"447",59,"entrepreneur","married","secondary education","yes","no","telephone",1,"no",447
"448",42,"housemaid","single","primary education","yes","no","telephone",1,"no",448
"449",52,"blue-collar","married","primary education","no","no","telephone",2,"no",449
"450",38,"blue-collar","married","secondary education","no","no","telephone",1,"no",450
"451",39,"blue-collar","married","primary education","yes","no","telephone",1,"no",451
"452",39,"blue-collar","married","primary education","no","no","telephone",1,"no",452
"453",38,"administration","married","secondary education","no","no","telephone",1,"no",453
"454",30,"services","single","secondary education","no","no","telephone",1,"no",454
"455",38,"administration","divorced","secondary education","yes","yes","telephone",2,"no",455
"456",39,"technician","divorced","university education","no","no","telephone",1,"no",456
"457",44,"administration","married","secondary education","no","no","telephone",2,"no",457
"458",36,"administration","married","secondary education","no","no","telephone",2,"no",458
"459",41,"services","married","secondary education","yes","yes","telephone",1,"no",459
"460",41,"blue-collar","married","primary education","no","no","telephone",1,"no",460
"461",35,"blue-collar","married","secondary education","no","no","telephone",2,"no",461
"462",41,"technician","married","secondary education","no","no","telephone",1,"no",462
"463",36,"services","married","secondary education","no","no","telephone",1,"no",463
"464",35,"administration","single","secondary education","yes","yes","telephone",1,"no",464
"465",33,"blue-collar","single","primary education","no","no","telephone",1,"no",465
"466",38,"administration","single","primary education","no","no","telephone",1,"no",466
"467",33,"self-employed","married","university education","no","no","telephone",1,"no",467
"468",36,"blue-collar","single","secondary education","no","no","telephone",1,"no",468
"469",57,"technician","married","professional education","no","yes","telephone",1,"no",469
"470",32,"entrepreneur","single","university education","yes","no","telephone",2,"no",470
"471",30,"self-employed","single","secondary education","yes","no","telephone",1,"no",471
"472",43,"administration","married","professional education","yes","yes","telephone",2,"no",472
"473",46,"administration","married","university education","no","no","telephone",2,"no",473
"474",35,"administration","divorced","secondary education","no","yes","telephone",2,"no",474
"475",34,"administration","single","university education","yes","yes","telephone",1,"no",475
"476",39,"administration","single","university education","no","no","telephone",2,"no",476
"477",39,"blue-collar","married","secondary education","no","no","telephone",1,"no",477
"478",42,"entrepreneur","married","primary education","no","no","telephone",2,"no",478
"479",57,"retired","married","university education","yes","no","telephone",1,"no",479
"480",45,"blue-collar","married","primary education","no","no","telephone",1,"no",480
"481",40,"technician","married","primary education","no","yes","telephone",1,"no",481
"482",42,"blue-collar","married","secondary education","no","yes","telephone",3,"yes",482
"483",40,"technician","married","primary education","no","no","telephone",1,"no",483
"484",38,"blue-collar","single","primary education","no","no","telephone",1,"no",484
"485",39,"blue-collar","married","primary education","yes","yes","telephone",1,"no",485
"486",41,"blue-collar","married","primary education","no","no","telephone",1,"no",486
"487",39,"blue-collar","married","primary education","yes","no","telephone",1,"no",487
"488",41,"blue-collar","married","primary education","yes","yes","telephone",1,"no",488
"489",45,"administration","married","university education","no","no","telephone",1,"no",489
"490",35,"administration","married","primary education","yes","no","telephone",1,"no",490
"491",49,"blue-collar","married","secondary education","no","no","telephone",1,"no",491
"492",23,"administration","single","university education","no","no","telephone",3,"no",492
"493",51,"blue-collar","married","secondary education","yes","no","telephone",2,"no",493
"494",56,"retired","married","primary education","yes","yes","telephone",4,"no",494
"495",45,"housemaid","married","secondary education","no","no","telephone",2,"no",495
"496",42,"administration","married","secondary education","no","no","telephone",3,"no",496
"497",41,"administration","divorced","secondary education","no","no","telephone",4,"no",497
"498",32,"services","married","secondary education","no","yes","telephone",2,"no",498
"499",46,"management","married","university education","no","no","telephone",2,"no",499
"500",53,"management","married","university education","no","no","telephone",1,"no",500
"501",30,"blue-collar","married","primary education","no","no","telephone",2,"no",501
"502",24,"technician","single","professional education","no","yes","telephone",2,"no",502
"503",34,"administration","single","university education","no","yes","telephone",2,"no",503
"504",41,"management","married","university education","no","no","telephone",2,"no",504
"505",59,"blue-collar","married","primary education","yes","no","telephone",2,"no",505
"506",45,"blue-collar","married","primary education","no","no","telephone",1,"no",506
"507",54,"blue-collar","married","primary education","no","no","telephone",5,"no",507
"508",32,"technician","married","professional education","no","no","telephone",3,"no",508
"509",33,"technician","married","professional education","yes","no","telephone",2,"no",509
"510",32,"administration","married","university education","no","no","telephone",1,"no",510
