Age,Career,Marital_Statues,Education,Mortage,Personal_Loan,Contact_Type,Number_of_Contacts,Subscribed
36,technician,married,secondary education,yes,no,telephone,2,no
33,blue-collar,married,secondary education,no,no,telephone,1,no
32,housemaid,married,secondary education,yes,no,telephone,1,no
32,housemaid,married,secondary education,no,no,telephone,1,no
50,blue-collar,married,primary education,yes,no,telephone,1,no
39,blue-collar,married,secondary education,no,yes,telephone,2,no
33,services,married,secondary education,no,no,telephone,2,no
33,services,married,primary education,no,no,telephone,4,no
56,management,married,university education,no,yes,telephone,2,no
39,management,divorced,university education,yes,no,telephone,2,no
33,self-employed,single,university education,no,no,telephone,3,no
59,retired,divorced,primary education,no,no,telephone,2,no
43,services,married,secondary education,no,yes,telephone,1,no
46,blue-collar,married,primary education,yes,no,telephone,2,no
27,technician,married,secondary education,no,yes,telephone,2,no
47,administration,divorced,university education,yes,no,telephone,3,no
31,administration,single,university education,no,no,telephone,2,no
32,blue-collar,married,secondary education,yes,no,telephone,1,no
54,administration,married,secondary education,no,no,telephone,3,no
56,management,married,university education,no,no,telephone,1,no
48,services,single,secondary education,yes,no,telephone,2,no
44,administration,married,secondary education,yes,no,telephone,2,no
46,administration,married,secondary education,no,yes,telephone,2,no
45,services,married,secondary education,yes,no,telephone,2,no
43,administration,married,professional education,no,yes,telephone,2,no
40,administration,single,secondary education,no,no,telephone,2,no
56,management,married,university education,yes,no,telephone,2,no
47,entrepreneur,married,professional education,no,no,telephone,2,no
39,management,divorced,university education,yes,no,telephone,3,no
48,technician,married,primary education,no,no,telephone,2,no
45,housemaid,married,professional education,yes,no,telephone,2,yes
36,self-employed,married,university education,no,no,telephone,2,no
49,management,married,professional education,yes,no,telephone,2,no
46,services,married,secondary education,no,no,telephone,3,no
38,blue-collar,married,secondary education,yes,no,telephone,2,no
50,housemaid,married,primary education,yes,no,telephone,2,no
27,administration,single,secondary education,yes,no,telephone,2,no
40,technician,married,professional education,yes,no,telephone,3,no
46,management,married,university education,yes,no,telephone,2,no
40,administration,divorced,university education,yes,no,telephone,3,no
33,management,single,university education,no,no,telephone,2,no
54,retired,married,secondary education,yes,no,telephone,2,no
52,blue-collar,married,primary education,yes,no,telephone,2,no
53,administration,married,university education,yes,no,telephone,6,no
49,services,married,secondary education,no,no,telephone,3,no
42,blue-collar,married,primary education,no,no,telephone,2,no
49,housemaid,married,primary education,no,no,telephone,3,no
40,entrepreneur,married,secondary education,no,no,telephone,2,no
59,administration,married,university education,no,no,telephone,2,no
51,self-employed,married,secondary education,yes,no,telephone,2,no
57,housemaid,married,primary education,yes,no,telephone,2,no
38,self-employed,divorced,secondary education,yes,no,telephone,3,no
52,self-employed,married,university education,no,no,telephone,3,no
26,unemployed,single,secondary education,yes,no,telephone,3,no
35,administration,married,university education,yes,yes,telephone,2,no
51,administration,married,university education,no,no,telephone,4,no
43,blue-collar,married,primary education,yes,yes,telephone,2,no
42,administration,married,secondary education,yes,no,telephone,2,no
60,retired,divorced,university education,yes,no,telephone,2,no
36,blue-collar,married,secondary education,yes,no,telephone,2,no
57,management,married,university education,no,no,telephone,3,no
35,student,single,university education,no,no,telephone,5,no
30,administration,married,university education,no,no,telephone,2,no
43,services,married,secondary education,no,no,telephone,2,no
40,technician,married,secondary education,no,no,telephone,2,no
45,technician,married,university education,no,no,telephone,3,no
56,retired,married,secondary education,no,no,telephone,5,no
46,services,married,primary education,no,no,telephone,3,no
41,blue-collar,married,primary education,yes,no,telephone,2,no
42,administration,married,university education,yes,no,telephone,2,no
56,blue-collar,married,primary education,no,no,telephone,2,no
43,entrepreneur,married,primary education,yes,no,telephone,3,no
34,blue-collar,married,primary education,no,no,telephone,4,no
38,services,married,secondary education,yes,no,telephone,2,no
40,technician,married,secondary education,no,no,telephone,2,no
38,administration,married,secondary education,no,no,telephone,4,no
48,entrepreneur,married,university education,yes,no,telephone,2,no
27,blue-collar,married,secondary education,yes,no,telephone,3,no
24,technician,single,professional education,no,no,telephone,2,no
48,blue-collar,married,professional education,no,no,telephone,3,no
31,administration,single,secondary education,yes,yes,telephone,2,no
39,self-employed,single,primary education,yes,no,telephone,4,no
41,technician,single,university education,no,no,telephone,3,no
49,blue-collar,married,primary education,yes,no,telephone,3,no
56,retired,married,primary education,no,no,telephone,2,no
49,administration,married,secondary education,no,no,telephone,2,no
47,unemployed,divorced,university education,no,no,telephone,3,no
48,administration,divorced,secondary education,no,no,telephone,2,no
55,housemaid,married,primary education,yes,yes,telephone,2,no
59,management,married,primary education,yes,no,telephone,5,no
44,technician,single,professional education,yes,yes,telephone,2,no
46,blue-collar,married,secondary education,no,yes,telephone,3,no
39,blue-collar,divorced,primary education,yes,no,telephone,2,no
38,unemployed,married,primary education,yes,yes,telephone,2,no
36,services,married,secondary education,yes,no,telephone,2,no
29,administration,single,university education,no,no,telephone,3,no
31,technician,single,professional education,yes,no,telephone,3,no
30,services,divorced,secondary education,no,yes,telephone,2,no
36,blue-collar,married,primary education,yes,no,telephone,3,no
60,blue-collar,married,professional education,no,no,telephone,3,no
36,administration,married,university education,yes,no,telephone,3,no
32,services,married,secondary education,no,no,telephone,3,no
39,blue-collar,married,secondary education,yes,no,telephone,2,no
30,services,married,university education,yes,no,telephone,3,no
39,blue-collar,married,primary education,no,no,telephone,3,no
37,blue-collar,married,secondary education,yes,no,telephone,3,no
39,blue-collar,married,professional education,yes,no,telephone,3,no
46,blue-collar,married,primary education,no,no,telephone,3,no
43,unemployed,married,primary education,no,no,telephone,4,no
37,services,married,secondary education,yes,no,telephone,2,no
30,technician,married,university education,no,no,telephone,3,no
38,technician,married,professional education,no,no,telephone,2,no
31,technician,married,university education,yes,no,telephone,3,no
44,administration,married,university education,no,no,telephone,2,no
44,self-employed,married,university education,no,no,telephone,2,no
30,student,single,secondary education,no,no,telephone,3,no
43,technician,married,professional education,no,no,telephone,2,no
38,housemaid,married,secondary education,no,no,telephone,2,no
41,blue-collar,married,primary education,yes,no,telephone,2,no
32,administration,married,secondary education,yes,no,telephone,2,no
30,services,married,secondary education,no,no,telephone,2,no
43,technician,married,primary education,yes,no,telephone,3,no
30,services,married,secondary education,yes,no,telephone,1,no
36,technician,divorced,professional education,no,no,telephone,1,no
35,blue-collar,single,primary education,yes,no,telephone,3,no
50,self-employed,married,university education,no,no,telephone,1,no
38,blue-collar,married,secondary education,yes,no,telephone,6,no
58,administration,married,primary education,no,yes,telephone,2,no
50,technician,married,professional education,yes,no,telephone,4,no
33,blue-collar,single,secondary education,no,no,telephone,1,no
44,management,single,university education,yes,yes,telephone,1,no
31,management,married,secondary education,no,no,telephone,1,no
40,entrepreneur,married,secondary education,no,no,telephone,3,no
44,blue-collar,single,secondary education,no,no,telephone,1,no
39,blue-collar,divorced,primary education,yes,yes,telephone,1,no
47,blue-collar,single,primary education,yes,no,telephone,1,no
47,services,divorced,secondary education,no,no,telephone,1,no
